ADD BARH 896,76 570611 9765220
ADD KSIA 320,52 93563 7212608
ADD SMWP 77,68 694673 9712897
ADD TMXD 337,71 663864 2420945
ADD CXSF 731,61 248118 6877185
ADD BLQI 435,84 653964 1563320
ADD TNTW 698,68 512625 1843701
ADD SYAZ 279,08 200571 8780223
ADD STYQ 156,99 825022 8125644
ADD XKRI 140,36 716797 6595430
ADD AAHT 442,23 904801 5660014
ADD QVVJ 968,12 354511 4380113
ADD RZTP 847,55 69235 8921951
ADD MQLP 377,83 543844 9492085
ADD OJGZ 586,76 108768 1051049
ADD OLRF 896,00 684710 5291518
ADD GVWT 319,22 240216 4121303
ADD ORKD 726,01 551764 331499
ADD JDPD 653,97 42513 501730
ADD ZDGS 565,47 257305 7231544
ADD OKFO 121,95 905297 6798672
ADD ULND 230,18 828722 5729956
ADD DCHD 818,45 750475 5976083
ADD BYIM 141,01 241689 7614947
ADD RNIW 971,85 219290 8749075
ADD DOJE 905,71 408279 6767317
ADD VMRY 848,11 253307 2168947
ADD XHGD 249,77 2256 5664594
ADD JXKW 582,18 237471 296986
ADD GXME 425,90 205188 418371
ADD ARLQ 876,28 547286 9041601
ADD RRRY 37,28 959671 5889741
ADD BPVF 288,42 514237 2388778
ADD HTQF 234,21 537575 6778457
ADD CUMJ 325,11 377166 9569747
ADD DRST 670,41 109171 3667953
ADD OYLE 108,43 345775 2504566
ADD NVCS 709,39 810495 980893
ADD EEPK 583,69 910759 1546434
ADD JDQN 813,80 770535 602458
ADD DBRC 280,42 439245 2944627
ADD CAIV 573,41 791874 4731846
ADD UDEM 771,32 350204 2495810
ADD XTYR 935,91 471227 851679
ADD ZULS 635,13 215300 3092077
ADD DNUH 293,44 809600 3231260
ADD XMQB 82,90 640736 613996
ADD LWKP 643,24 582025 9493709
ADD DEDY 287,86 625853 1894087
ADD TQEA 934,51 889552 6976659
ADD DWKL 721,04 852162 1980589
ADD ONAO 319,41 698875 112420
ADD TVPG 60,94 70013 3391765
ADD FTWA 623,53 925636 7756083
ADD FLHF 833,88 62935 4308442
ADD IQXT 362,39 700956 5301486
ADD ULPK 949,08 912628 4660508
ADD WBMT 420,10 495709 853068
ADD NNBA 732,04 759210 9272892
ADD HTCO 458,40 524665 3738888
ADD HETP 20,82 412695 7067185
ADD ZLUX 278,60 862161 6638888
ADD ORCG 81,74 418361 2409166
ADD FFPX 807,10 690728 7114993
ADD LJTE 290,97 193289 5457232
ADD GOQE 86,52 638649 384946
ADD BNIR 606,66 285746 3268624
ADD JORJ 531,94 241550 9202590
ADD BZYO 818,55 971290 5233622
ADD ILCC 274,32 730678 6915144
ADD SJWC 643,87 446033 5875492
ADD FMAH 959,17 643969 559684
ADD NDVM 344,32 951291 1181934
ADD OYNC 276,57 991982 7903830
ADD QORY 73,90 771119 3770789
ADD OIMK 526,54 575884 4622363
ADD NEFH 148,79 813343 5002601
ADD PGDA 749,73 20769 6661796
ADD TXEX 400,41 185303 6626268
ADD HOIS 123,20 625960 4407633
ADD DKJA 652,81 44232 9959279
ADD XGQA 597,13 993816 6984298
ADD KLVQ 880,66 92018 1005520
ADD CKQU 583,03 230061 8452138
ADD DRVX 408,17 827843 3610987
ADD BNIQ 325,80 836927 1658764
ADD HLXP 98,23 40948 8877128
ADD ZPYS 823,76 888970 6195448
ADD JBXJ 172,47 939480 828845
ADD GQHO 256,26 593243 2956525
ADD HQGF 866,60 830326 3968576
ADD XLNQ 969,37 654768 3989558
ADD YYMH 923,04 32415 6311040
ADD NLSC 641,66 10702 8225452
ADD BSJZ 358,42 228661 5051218
ADD HEGC 320,28 397073 3154209
ADD HBGE 638,37 550942 2179250
ADD LLCM 683,36 477337 804926
ADD GFOV 677,37 50181 8576927
ADD LAED 435,53 747873 874191
ADD LOBY 25,00 729752 9474391
ADD ERTN 207,62 567857 3896944
ADD HLTD 314,52 634454 552472
ADD LGBI 225,87 320870 5406467
ADD HXPQ 296,52 583597 9088907
ADD DANS 454,11 498242 6306610
ADD TBOK 974,68 559083 1039277
ADD XJNE 225,62 503349 7518580
ADD OSMH 966,68 839243 9512518
ADD BRTQ 909,13 514359 3511889
ADD CRKN 918,50 559030 8934873
ADD NJIV 818,69 48764 5349159
ADD EASO 76,59 833708 4257015
ADD CDDA 561,00 68310 2099366
ADD XCLF 4,73 320197 2076283
ADD OHNJ 100,14 465896 5655182
ADD RAJC 781,87 835901 4655078
ADD EJCN 592,80 847526 3390055
ADD SXIZ 150,88 255137 3083698
ADD XIAY 486,33 365248 9324473
ADD JPBD 439,60 358315 4619805
ADD XCGV 918,17 851137 98774
ADD JYTA 328,38 158398 1723127
ADD VEDJ 725,85 831746 4603788
ADD UCSD 963,05 306259 6129259
ADD QBJS 416,98 390940 6056116
ADD PQJK 250,45 212422 8984013
ADD YXNX 612,44 439447 61610
ADD MNMV 384,36 210644 5392315
ADD JDMR 40,14 770469 876537
ADD WRUK 25,00 183182 1820525
ADD AXJB 130,43 468787 8193265
ADD KLOY 32,92 304455 3606390
ADD GGOR 349,35 741260 292198
ADD CXVO 893,95 484764 786440
ADD GODK 70,29 190849 6827593
ADD RIBT 519,31 146794 3730562
ADD TCVR 10,30 703131 7630255
ADD PAZG 759,44 669170 4389756
ADD AJCW 791,00 594313 1362270
ADD RBTC 585,27 21326 838863
ADD FUFT 667,69 145635 2540655
ADD RAUN 903,91 191447 315451
ADD CLYG 959,07 762487 6663064
ADD ZOUQ 344,00 465850 8104206
ADD SLYJ 484,54 525369 1823773
ADD KDIE 897,15 651842 295181
ADD CSWE 131,92 399986 5117659
ADD UKJN 995,17 764131 5636422
ADD NDKO 646,71 305034 9624068
ADD ZYNM 386,47 45629 4667295
ADD ZYIS 840,63 836081 3624333
ADD LMZP 248,29 732171 5304513
ADD YDVV 98,94 92132 455300
ADD FRRA 334,31 258106 3598703
ADD JRRP 939,43 535027 3332372
ADD PFGT 403,25 951122 7388587
ADD EOYT 93,00 935817 8518309
ADD NXNF 981,19 628255 8314782
ADD LWHD 305,41 645407 5576500
ADD UECJ 346,07 839042 3245921
ADD JDBY 924,05 401645 6502407
ADD VOVO 813,09 656655 7659462
ADD EAAB 72,05 132149 4245738
ADD DDNF 357,92 915055 9690543
ADD BNET 469,30 563386 5600385
ADD OOUJ 949,68 621571 1059402
ADD NYIU 8,64 720959 4278330
ADD IZOH 508,44 396862 5300878
ADD CTZC 850,56 186965 3590608
ADD BNEE 863,31 908031 4207890
ADD PCZR 661,91 244189 1016160
ADD EBHE 470,87 733276 9615374
ADD UXNC 564,47 741118 1592573
ADD BUUM 12,23 832365 8134648
ADD MZSX 639,58 624096 887859
ADD LHCL 525,17 542323 1282603
ADD KXUX 911,74 739190 9631615
ADD NXZU 137,75 366197 1605653
ADD CBPY 840,12 207932 7299765
ADD GFLZ 988,64 363828 8703430
ADD ZFMC 576,75 889696 8317365
ADD UMCJ 721,41 505842 5668104
ADD DHBD 257,92 200568 7235837
ADD CSTQ 145,22 4180 9213474
ADD FXIS 103,49 153148 7338992
ADD BBPJ 471,57 172245 6026919
ADD CVFL 391,15 346552 5820734
ADD SBNF 884,01 106622 7411275
ADD FGUW 200,12 753064 1070356
ADD QNZW 857,97 986271 3477960
ADD YIQW 365,77 555551 4070049
ADD HRBW 168,80 350138 4965219
ADD SLIV 40,90 780556 1290940
ADD PFSV 83,01 691577 9239433
ADD AMLK 962,82 645176 1629165
ADD TGXW 309,39 217094 2418325
ADD EJGF 114,59 717414 8818725
ADD AWJN 743,91 409524 6530920
ADD WOGI 260,06 10262 233044
ADD JFPW 489,07 319902 31084
ADD ESIZ 93,50 906530 8280085
ADD ARYY 357,37 241848 6025185
ADD AACN 976,10 294806 4517545
ADD EYNU 320,81 170182 9867878
ADD YPAH 178,12 44295 1955087
ADD MUVU 830,61 177172 1687548
ADD XQSO 11,94 436974 1786441
ADD XVKZ 26,85 951561 5003571
ADD KNJQ 412,58 295229 4923761
ADD IUZH 606,16 803191 7087254
ADD RPRM 141,61 154048 9319681
ADD RPDL 645,62 576520 1458221
ADD ZSRO 693,39 163842 9184365
ADD BPDL 607,26 515020 9510108
ADD SBTB 266,51 289959 3111337
ADD XWMA 126,20 240927 9033254
ADD WLVG 959,65 519602 2615589
ADD CCER 566,63 634746 9413450
ADD MEKF 214,79 387665 5365140
ADD LDHV 624,34 644792 3445384
ADD FESU 930,01 54705 8646926
ADD IEWD 636,37 878446 6006043
ADD NBQB 663,90 331804 5292861
ADD LXTD 911,26 529282 8757870
ADD XCVO 102,99 787229 3077803
ADD MCZV 948,18 964917 4526431
ADD NKNQ 129,66 836429 7695207
ADD TGBO 652,66 545413 5362756
ADD RGUK 75,53 577728 1008171
ADD HPKC 537,88 270331 9338003
ADD BHNU 657,51 582065 9635209
ADD XGPC 229,55 201013 7201391
ADD GIGS 871,71 117634 8302504
ADD SZYY 975,53 786641 6087228
ADD RWHA 135,65 29546 7388427
ADD SLXL 212,05 62341 3426278
ADD XFML 119,45 302424 8663457
ADD IZVG 603,06 312077 3027332
ADD HFPA 609,38 855599 2822788
ADD GNUR 539,18 66935 5691017
ADD XNHT 693,59 968641 1010645
ADD MNQO 854,28 33917 6216375
ADD RMVJ 651,71 471654 8752674
ADD HJWG 854,82 354134 6354235
ADD SPHA 571,29 674489 1713240
ADD PFYL 528,37 641423 8728080
ADD QOOT 758,52 196003 3303150
ADD GKUP 193,73 932480 5101883
ADD BHTB 546,93 543237 3717947
ADD VTUX 991,10 414099 6766334
ADD WZPT 671,91 13835 4918073
ADD RVUL 52,75 77114 4556179
ADD SHRT 697,72 507087 3974119
ADD QCME 771,85 569708 3806942
ADD EBLR 488,13 696097 6616495
ADD VWMD 470,99 405392 2510129
ADD JBCV 544,66 300572 8175870
ADD OWGM 529,76 543848 8524602
ADD WDRZ 337,69 905206 7571176
ADD OIPM 670,34 689580 5946288
ADD MFXB 134,31 235094 2794730
ADD GYJF 893,93 501618 3157681
ADD PIKM 839,29 727184 8666598
ADD VINN 904,02 102016 5671123
ADD NAMF 947,05 683878 1751694
ADD KRJB 148,79 592518 344045
ADD VZSJ 614,08 650600 1478202
ADD FEJV 51,73 225762 6012563
ADD BTVY 67,23 875167 7599356
ADD KZSU 113,82 754613 8629325
ADD BENX 490,02 415551 8936654
ADD YFYE 405,66 95358 2741229
ADD RZRS 463,62 211920 6945098
ADD UGLT 825,78 581719 122595
ADD UYMA 467,90 265661 9432269
ADD CFAE 770,13 427130 5264485
ADD HBVJ 766,67 735470 2322287
ADD TSVU 275,13 508688 6201142
ADD RWVY 53,60 462667 538101
ADD JPMD 985,41 389109 350141
ADD HGFP 190,11 578665 4813814
ADD IPFU 756,44 288442 4978592
ADD IKZF 822,13 757544 4252868
ADD BXAO 664,28 35302 7443252
ADD JXRC 460,37 951106 7574228
ADD RXBS 906,13 49299 2514346
ADD LYQH 825,91 125679 5530867
ADD DOWI 825,84 433269 5942776
ADD HNNL 484,82 89567 5368403
ADD GBXY 982,72 790110 7155111
ADD MZKO 771,92 930749 2334382
ADD MEGU 351,48 576802 7415808
ADD ASVJ 893,07 841916 7508567
ADD RVKR 57,17 995887 4633498
ADD PILG 948,58 755117 9878828
ADD MWHF 130,81 740787 2681903
ADD DKCJ 807,67 367927 2799432
ADD ZVUE 329,89 340137 3933746
ADD LLGW 677,48 484633 495012
ADD AZJO 81,99 457093 7776331
ADD MXLD 969,68 362389 2693414
ADD OLDC 479,48 647357 8892289
ADD FKEO 591,72 418869 1345741
ADD PVUW 705,28 33836 7847743
ADD VTZH 901,27 380365 7820152
ADD ZKCM 329,36 240332 1373777
ADD SMKY 360,51 487973 5388990
ADD XFNK 523,65 478823 8032032
ADD OJZR 503,97 288325 5288755
ADD JAYY 649,55 613665 7638336
ADD OKMX 545,51 65557 295111
ADD RZXD 957,81 609625 9262705
ADD ZIMA 572,39 570646 4961455
ADD GMZL 140,54 937856 5060131
ADD QFWW 91,03 519722 5962533
ADD HFKH 950,21 46270 866702
ADD BKKJ 327,40 440965 1273831
ADD SOGG 414,16 837505 5721096
ADD NLUT 445,53 360858 7884083
ADD ASEQ 566,11 29102 6208067
ADD OUVD 343,64 159161 70840
ADD MFAJ 110,85 339509 4124570
ADD DXYA 956,13 191884 2758298
ADD AVTL 969,89 381009 157638
ADD JXVZ 720,18 570785 2522350
ADD JSSI 149,10 875852 9484595
ADD YJBF 781,72 978597 3193252
ADD GIHY 489,96 148484 6477898
ADD YNXN 168,61 567408 1226194
ADD WNYL 212,76 379416 8101548
ADD JKSW 729,29 509957 7822294
ADD DVXY 871,70 426904 4511542
ADD YNEB 46,30 373776 3802787
ADD JLNT 162,75 715317 7774618
ADD VSMI 149,86 767472 4698441
ADD QCJW 83,28 623342 1714278
ADD DIYX 410,87 729362 9765162
ADD YUNG 508,17 285928 3072208
ADD ATIZ 437,97 201170 1211044
ADD JDYR 140,40 161735 4095554
ADD WEGO 6,31 986338 8289809
ADD STEP 695,61 433657 2479247
ADD BFVE 733,93 625479 8667465
ADD DDOB 436,23 434502 1595397
ADD BPWS 737,07 962461 254374
ADD RTNT 717,06 191601 2785638
ADD NJJN 640,25 304448 3705500
ADD CNYI 418,37 2361 1960768
ADD EJWP 342,67 353970 5475063
ADD TVRJ 153,22 277039 305682
ADD ZPBA 24,13 105675 1730670
ADD ERAF 261,28 793143 3301504
ADD GBGQ 91,68 684247 5096605
ADD IWXX 818,18 8198 8540353
ADD OKMV 31,94 901303 330751
ADD STWE 678,50 762338 5270585
ADD BSHZ 455,82 839274 8826539
ADD VNMO 25,84 620420 6875939
ADD UAFR 833,00 714122 6292095
ADD OPHW 579,74 455873 2694559
ADD RTLN 781,22 103474 1948326
ADD QMSM 202,71 388147 3301859
ADD HYID 572,83 796181 7468997
ADD SNKG 713,61 836791 611436
ADD JGBE 672,54 124929 6403455
ADD HYIT 295,30 987788 6640417
ADD GWLG 191,32 912075 763756
ADD NJXD 791,74 448561 7449367
ADD UUXO 603,97 40170 8474769
ADD CGMH 811,18 759085 293216
ADD TPBY 399,68 318872 2370768
ADD AUZI 688,72 643148 7854619
ADD EBTV 470,99 583929 3143043
ADD DNBO 537,16 244821 2898963
ADD FZQW 126,39 141397 4267296
ADD DKVW 725,07 477753 9309938
ADD QELR 550,71 994916 1182421
ADD OIUG 791,14 487450 653287
ADD NBFN 72,13 396922 3699716
ADD MUUY 991,83 930071 421672
ADD WIYW 559,55 202224 5523769
ADD PAPQ 195,23 355016 786556
ADD YCHH 315,97 501803 2485950
ADD FPGO 807,63 914444 7582228
ADD TBPX 276,83 297652 9632597
ADD RPXX 39,63 79152 8642382
ADD HDJR 334,33 647701 6271355
ADD WIIX 240,32 937037 7185091
ADD DWLA 53,83 960410 1999644
ADD JMUE 82,66 381463 3974415
ADD PSDW 498,48 373867 5884215
ADD WEBT 563,47 999493 8213848
ADD XELA 321,02 499097 4500853
ADD UIAG 95,76 330259 7025337
ADD XZFA 807,10 15226 188865
ADD IVDM 145,28 9153 1277147
ADD TJYI 690,01 183477 5235745
ADD KRSL 118,57 223971 1557786
ADD LPIU 667,80 228198 5085259
ADD OIHY 94,84 906990 7021143
ADD HPJP 16,03 59768 1213467
ADD JIYZ 976,83 314450 6155857
ADD FOAL 551,89 321947 7006161
ADD HGWE 727,14 927863 1939851
ADD NTUE 709,43 789562 2287594
ADD SCSL 763,66 928594 9592964
ADD LQKC 666,90 819391 3360004
ADD EZNB 176,48 935419 1930489
ADD NPVG 919,00 628694 7179002
ADD XSJQ 525,73 832232 3579463
ADD SGVF 838,72 852846 9128597
ADD BBUC 306,53 396475 9896598
ADD GZTK 958,11 839463 4280803
ADD UVOT 358,64 22857 2286618
ADD CQXA 432,99 458212 3253991
ADD OVPN 710,04 260133 9442259
ADD APHO 503,04 523131 3474569
ADD HWGK 459,72 969723 3475695
ADD VFPC 514,24 304899 1315720
ADD LQBW 949,92 525495 9821082
ADD JLKV 431,09 479579 810229
ADD LQBZ 651,52 486268 1975577
ADD LRGB 232,97 521120 1968427
ADD LRPW 374,37 843759 6917232
ADD AHCG 239,18 818813 2814809
ADD YBHR 84,25 217083 2414724
ADD NRBA 833,99 203631 2716587
ADD VOOA 782,69 287840 7700935
ADD LXKS 71,21 274006 6756532
ADD EDZP 466,13 306746 1476855
ADD MMYW 625,61 317055 2941143
ADD CXSL 30,41 866876 7810183
ADD LRXQ 790,66 948950 1688787
ADD FFRO 198,34 521683 5705601
ADD FSYW 851,91 970284 8580181
ADD UMJE 41,26 555481 3434255
ADD DQZX 658,94 873490 8736844
ADD RTHC 287,06 583932 4672069
ADD YTGA 651,42 542438 2761953
ADD NQDL 701,36 972545 6006659
ADD XSCO 29,63 616249 1847816
ADD RDSV 280,50 944859 7513330
ADD ZFTG 369,91 156225 9125918
ADD BPSY 324,09 991523 1264619
ADD OSXZ 329,84 266282 8117286
ADD GZPI 690,98 759736 1263208
ADD AOWK 205,15 446811 9067377
ADD IFQF 698,93 408012 7474981
ADD RSJQ 49,66 969289 8776434
ADD IWWQ 749,56 329422 3648962
ADD XUMH 856,03 176751 6539840
ADD PKYC 53,33 604748 1025945
ADD CNHC 211,67 67477 7198133
ADD SUXQ 386,89 280258 3369534
ADD UYJI 601,79 681583 4921100
ADD BFLY 709,23 355251 6060037
ADD WZTP 971,16 186754 810311
ADD GAIQ 943,30 177858 8811823
ADD ZNGF 281,89 396832 392684
ADD VNWP 726,85 756292 6445023
ADD DKJU 12,38 127993 6919165
ADD IYYR 892,89 895643 1129921
ADD FNVJ 706,62 547039 9147349
ADD KKZL 767,51 713921 4319122
ADD XJZG 220,47 13551 6976024
ADD KPPE 950,60 918810 9269775
ADD KJYX 447,94 765026 1052235
ADD VCNV 903,02 830400 8504202
ADD NDQP 287,24 793861 7770071
ADD JQPG 26,67 201957 8262972
ADD GGYP 595,79 416220 7881676
ADD DTVN 195,13 501501 7514831
ADD KDNM 608,01 184329 1101090
ADD AVMJ 670,21 522105 2927475
ADD YSMF 75,25 355305 5360249
ADD OUUL 539,47 264360 2304977
ADD TDLL 808,82 348193 4586106
ADD ZXDV 121,27 183041 6006220
ADD IGEC 461,58 431915 2659849
ADD HABN 655,93 794578 7402043
ADD UJQO 589,91 949341 3800383
ADD NVHL 24,60 113222 1711295
ADD LBXJ 965,96 35948 2462737
ADD ASHH 784,66 387175 8928307
ADD HBDB 83,37 835648 3442151
ADD NSRS 728,59 266073 9611735
ADD LUFC 993,83 729404 9937097
ADD KVIA 454,48 669074 6329201
ADD ULTV 610,13 351136 3024522
ADD UQGM 795,56 179057 2657138
ADD PRST 929,25 650792 5076093
ADD DXQP 941,71 261431 4099373
ADD LHCH 758,58 829697 6464222
ADD ZOGC 331,45 149079 9020856
ADD HWQO 502,70 904840 6079837
ADD OUDF 817,66 816682 3844204
ADD KBHJ 736,93 812622 4246277
ADD YROT 760,61 429595 7241087
ADD MQWR 578,82 197577 434969
ADD KVXA 83,31 523221 8669351
ADD XMVI 871,30 40777 3085482
ADD HUZV 129,12 724970 3442611
ADD JBDA 95,65 410592 5021679
ADD GNPW 531,22 801928 9823398
ADD PMTD 603,70 491158 8813401
ADD OFCB 21,55 497827 3864712
ADD HASU 107,76 574857 2597718
ADD DNYS 211,60 969833 2319343
ADD IEMF 986,56 895939 2027943
ADD OANL 734,52 922922 5283832
ADD QBKY 731,22 649611 2407071
ADD JUTE 211,87 13371 3905284
ADD LLCQ 474,02 695287 2474146
ADD ORJB 366,74 394495 9260865
ADD DCHR 845,00 773375 5578795
ADD MUSF 135,08 277859 2935883
ADD EAIK 66,87 539300 3755078
ADD CFEJ 532,16 328722 1614528
ADD HNFR 794,89 986031 4076709
ADD SJAK 505,84 291735 4513683
ADD RPEC 975,31 741526 1517467
ADD ELHN 825,84 315359 5568672
ADD FXOW 690,25 298866 9587871
ADD RBRG 618,42 754143 3427523
ADD GYQY 73,40 785854 2383942
ADD SFUZ 580,05 272104 9715230
ADD WVHE 372,78 847284 319193
ADD EDDF 781,78 908422 5252879
ADD LNDB 98,31 950337 6483031
ADD JGHW 456,08 923102 4700845
ADD YCZA 897,26 409239 7539189
ADD YFJW 755,76 367033 5139666
ADD UDDY 5,03 771148 3258334
ADD TKNA 332,30 999104 8948977
ADD PGQE 992,09 894548 7309343
ADD NZGH 650,40 530575 8442421
ADD YMXM 148,38 145996 5943935
ADD NRJI 395,35 239520 1797441
ADD OYRD 777,56 73619 6746378
ADD JNUY 416,20 198892 6851492
ADD QAFH 18,73 191193 4089384
ADD OIIT 433,35 556069 5734118
ADD UJEJ 142,85 706673 5123134
ADD ZXUV 358,07 36853 6231868
ADD LPLK 975,92 229581 2310608
ADD AGUH 518,83 880240 226182
ADD QTTG 373,42 335277 6761013
ADD XAOU 589,96 858599 3792002
ADD VIBQ 331,72 248621 3381582
ADD IRVZ 55,46 41222 5902692
ADD XAVF 220,29 836320 4514472
ADD JUWP 682,55 256343 3778179
ADD PNRU 440,52 512605 6682492
ADD GKEL 310,60 606791 4600459
ADD EUIJ 341,34 428343 3339992
ADD CIWB 229,80 358841 760392
ADD CVVF 856,90 931821 4129087
ADD LQVA 171,22 499428 4352055
ADD JZMN 330,83 389581 7737122
ADD VUZJ 743,49 540321 8177979
ADD LLJV 212,71 364307 2716463
ADD LFJG 491,14 455991 3609939
ADD KSQH 765,58 74807 8546453
ADD FCRY 895,98 945213 8875938
ADD YATK 82,73 305626 2865188
ADD YHBK 18,09 926706 7101282
ADD MRTH 23,77 726922 4427440
ADD DTCF 538,40 696426 9867430
ADD OFXJ 518,42 306439 9806077
ADD ZYXU 618,58 714921 5853001
ADD AQDB 368,60 826699 7450442
ADD XKEV 510,77 84055 6693432
ADD BOCK 963,65 118951 8298875
ADD GNGG 893,05 378246 2218280
ADD ZGWL 733,71 681402 5098741
ADD ANSD 542,15 358052 1947751
ADD XXLE 91,28 11691 6599648
ADD ZYXP 525,60 205991 7619721
ADD ANPH 327,71 763966 8035577
ADD BKVP 66,80 336434 2881296
ADD CGBP 968,86 624430 4047651
ADD KVCL 499,39 685153 8827027
